date,course_id,numero,score_modele,score_geneal,rang_modele,somme_top3_proba,seuil_vert_utilise,niveau_vert,top5,position_arrivee,est_gagnant,cible_place,categorie_particularite
2026-08-30,2026-08-30_DEAUVILLE_R1C7,12,-0.19606431891390733,-0.19606431891390733,6.0,0.384077,0.5848,NON_VERT,False,12.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C8,1,0.012215178600139666,0.012215178600139666,5.0,0.438729,0.5848,NON_VERT,True,3.0,0,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C8,2,0.36443573205853835,0.36443573205853835,1.0,0.438729,0.5848,NON_VERT,True,9.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C8,3,0.11166670948031356,0.11166670948031356,4.0,0.438729,0.5848,NON_VERT,True,11.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C8,4,0.35376835355787756,0.35376835355787756,2.0,0.438729,0.5848,NON_VERT,True,2.0,0,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C8,5,-1.4666827615377058,-1.4666827615377058,12.0,0.438729,0.5848,NON_VERT,False,8.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C8,6,-1.2227026479399017,-1.2227026479399017,10.0,0.438729,0.5848,NON_VERT,False,12.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C8,7,-0.9286667831163103,-0.9286667831163103,9.0,0.438729,0.5848,NON_VERT,False,1.0,1,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C8,8,-0.3018809183021402,-0.3018809183021402,6.0,0.438729,0.5848,NON_VERT,False,6.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C8,9,-0.8592726082641204,-0.8592726082641204,8.0,0.438729,0.5848,NON_VERT,False,10.0,0,0,HANDICAP_DIVISE
